"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230415-51-uwzp",297,"2023-04-15T13:36:10.000Z","Kassow_107","53.868778","12.087786","6f10978b-3654-48fb-92fb-478b29e29c69",23,"",21,"B",0.1,"",7.5,"",10,"",16.9,"",6.4,"D",1.6,"",2.7,"",11.5,"D",9.6,"",12.1,950,245,14.4,67.1,1009,714562,2,"",""
"297-PGF-20230415-52-czgu",297,"2023-04-15T13:40:30.000Z","Kassow_107","53.8692191","12.0869733","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",0,"A",0.1,"",9.2,"",12.5,"",19.8,"",7.1,"D",1.5,"",2.6,"",13.4,"D",12.1,"",11.2,1170,322,13.8,66.2,1009,779172,4,"",""
"297-PGF-20230415-53-jbga",297,"2023-04-15T13:43:37.000Z","Kassow_107","53.8694752","12.0863062","6f10978b-3654-48fb-92fb-478b29e29c69",56,"",20,"B",0.1,"",8.4,"",13.5,"",18.6,"",7,"D",1.3,"",2.2,"",12.1,"D",12.9,"",10.6,1234,330,13.7,67.1,1009,754888,4,"28",""
"297-PGF-20230415-54-mrjw",297,"2023-04-15T13:47:15.000Z","Kassow_107","53.869753","12.0857306","6f10978b-3654-48fb-92fb-478b29e29c69",23,"",7,"B",0.1,"",6.7,"",11.9,"",18.1,"",7.1,"D",1.3,"",2.2,"",10,"C",9.8,"",10.9,1115,302,13.8,68.6,1009,746224,3,"",""
"297-PGF-20230415-55-xpuq",297,"2023-04-15T13:50:43.000Z","Kassow_107","53.8700517","12.0850506","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",22,"B",0.1,"",6.4,"",10.6,"",17.2,"",6.6,"D",1.4,"",2.4,"",9.9,"C",9.6,"",10.8,1141,315,13.5,66.5,1009,754705,2,"",""
"297-PGF-20230415-56-lmhv",297,"2023-04-15T13:54:13.000Z","Kassow_107","53.8704794","12.0840239","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",44,"B",0.2,"",10.5,"",10.8,"",17.6,"",6.6,"D",1.9,"",3.2,"",10.1,"D",10.9,"",10.7,964,264,13.2,66.2,1009,757861,2,"28",""
"297-PGF-20230415-57-ypcs",297,"2023-04-15T13:58:02.000Z","Kassow_107","53.8708901","12.0830753","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",23,"B",0.1,"",5.2,"",11.5,"",17.4,"",6.7,"E",1.4,"",2.4,"",9.8,"C",10.3,"",10.5,890,236,13,68,1009,759273,2,"",""
"297-PGF-20230415-58-tiwe",297,"2023-04-15T14:01:06.000Z","Kassow_107","53.8711141","12.0833984","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",40,"B",0.1,"",7.6,"",10.3,"",16.3,"",6.5,"D",1.4,"",2.5,"",11.6,"D",8.6,"",10.4,1031,285,12.9,68.3,1010,750695,2,"",""
"297-PGF-20230415-59-pulq",297,"2023-04-15T14:03:47.000Z","Kassow_107","53.8712882","12.0837291","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",20,"B",0.2,"",10.8,"",10.2,"",18.4,"",6.6,"D",2,"",3.5,"",11.2,"D",8.9,"",10.2,868,241,12.8,68,1010,758851,2,"",""
"297-PGF-20230415-60-jhay",297,"2023-04-15T14:06:31.000Z","Kassow_107","53.8709715","12.0838671","6f10978b-3654-48fb-92fb-478b29e29c69",50,"",50,"C",0.1,"",7.3,"",9.3,"",14,"",6.5,"D",1.4,"",2.5,"",11.7,"D",7.1,"",10.2,847,230,12.8,68.9,1010,784752,2,"",""
"297-PGF-20230415-61-ioys",297,"2023-04-15T14:09:25.000Z","Kassow_107","53.8708741","12.0844204","6f10978b-3654-48fb-92fb-478b29e29c69",31,"",17,"B",0.1,"",7.6,"",11.6,"",18,"",6.9,"E",1.4,"",2.3,"",9.7,"C",9.3,"",10.5,869,244,12.9,69.2,1010,773228,2,"",""
"297-PGF-20230415-62-iioi",297,"2023-04-15T14:12:12.000Z","Kassow_107","53.870601","12.0844645","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",3,"A",0.1,"",10.1,"",12.4,"",18.4,"",7.1,"D",1.4,"",2.4,"",12,"D",9.6,"",10.5,915,260,12.8,69.3,1009,786059,4,"",""
"297-PGF-20230415-63-jurz",297,"2023-04-15T14:15:14.000Z","Kassow_107","53.8703977","12.0850905","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",12,"B",0.1,"",12.7,"",13.6,"",17.3,"",7.1,"D",1.5,"",2.5,"",15.5,"E",10.1,"",10.5,814,223,12.8,69.5,1009,791161,3,"",""
"297-PGF-20230415-64-etrw",297,"2023-04-15T14:17:31.000Z","Kassow_107","53.8705015","12.0853746","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",0,"A",0.1,"",9,"",14.3,"",17.7,"",7,"D",1.3,"",2.2,"",13.2,"D",11.1,"",10.4,915,255,12.8,69.8,1010,784901,4,"",""
"297-PGF-20230415-65-xgaw",297,"2023-04-15T14:21:45.000Z","Kassow_107","53.8701243","12.0856574","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",0,"A",0.1,"",12.9,"",13,"",18.6,"",7,"D",1.2,"",2.1,"",10.6,"D",10.3,"",10.9,891,243,12.9,69.7,1010,758262,4,"",""
"297-PGF-20230415-66-aoix",297,"2023-04-15T14:25:49.000Z","Kassow_107","53.8706281","12.0862986","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",31,"B",0.2,"",5.7,"",11.6,"",19.3,"",6.7,"D",1.9,"",3.3,"",10.1,"D",9.5,"",10.9,1031,289,12.7,70,1010,776592,2,"",""
"297-PGF-20230415-68-fkhd",297,"2023-04-15T14:32:49.000Z","Kassow_107","53.8712696","12.0850845","6f10978b-3654-48fb-92fb-478b29e29c69",21,"",0,"A",0.1,"",7.4,"",12.1,"",18.1,"",6.9,"E",1.4,"",2.4,"",11.4,"D",11.2,"",10.6,1024,291,12.6,68.8,1010,756668,2,"",""
"297-PGF-20230415-67-kttt",297,"2023-04-15T14:28:44.000Z","Kassow_107","53.8708971","12.0858103","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",10,"B",0.2,"",7.2,"",11.8,"",18.9,"",6.8,"E",1.5,"",2.5,"",9,"C",10.3,"",10.7,974,268,12.6,69.5,1010,792221,2,"",""
"297-PGF-20230415-69-fblu",297,"2023-04-15T14:36:03.000Z","Kassow_107","53.8715789","12.0843542","6f10978b-3654-48fb-92fb-478b29e29c69",31,"",31,"B",0.2,"",6.4,"",10.7,"",17.8,"",6.6,"D",1.7,"",2.9,"",10.9,"D",9.6,"",10.6,850,243,12.6,69.6,1010,779580,2,"",""
"297-PGF-20230415-70-pxke",297,"2023-04-15T14:38:43.000Z","Kassow_107","53.8717115","12.0847124","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",1,"A",0.1,"",11.6,"",13.6,"",19.1,"",7.1,"D",1.4,"",2.4,"",11.4,"D",10.4,"",10.5,745,212,12.6,69.2,1010,756849,4,"",""
"297-PGF-20230415-71-cdts",297,"2023-04-15T14:42:01.000Z","Kassow_107","53.8714667","12.0853709","6f10978b-3654-48fb-92fb-478b29e29c69",30,"",8,"B",0.1,"",8.1,"",12,"",17.9,"",7,"E",1.4,"",2.4,"",10.7,"D",9.8,"",10.6,583,165,12.6,69.9,1010,764146,2,"",""
"297-PGF-20230415-72-gwvk",297,"2023-04-15T14:45:19.000Z","Kassow_107","53.871256","12.0858627","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",19,"B",0.1,"",6.5,"",12.3,"",18,"",6.9,"D",1.3,"",2.2,"",8.7,"C",10.3,"",11,463,131,12.7,69.8,1010,765509,3,"",""
"297-PGF-20230415-73-ekbi",297,"2023-04-15T14:48:19.000Z","Kassow_107","53.8709695","12.0863807","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",39,"B",0.2,"",5.1,"",10.7,"",18.5,"",6.5,"D",1.8,"",3.1,"",10.2,"D",10.6,"",10.6,402,120,12.6,69.7,1010,772378,2,"28",""
"297-PGF-20230415-74-qpgu",297,"2023-04-15T14:51:15.000Z","Kassow_107","53.8711258","12.0867883","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",37,"B",0.1,"",7,"",10.5,"",16.3,"",6.2,"C",1.3,"",2.2,"",10.4,"D",8.1,"",10.5,374,110,12.5,69.7,1010,758589,2,"",""
"297-PGF-20230415-75-xjpa",297,"2023-04-15T14:54:52.000Z","Kassow_107","53.8707691","12.0875171","6f10978b-3654-48fb-92fb-478b29e29c69",28,"",16,"B",0.1,"",8.9,"",11.2,"",17.7,"",6.7,"D",1.3,"",2.2,"",10.4,"D",9.6,"",10.2,311,87,12.3,70.5,1010,768706,2,"",""
"297-PGF-20230415-76-cyqo",297,"2023-04-15T14:58:29.000Z","Kassow_107","53.8703145","12.0884402","6f10978b-3654-48fb-92fb-478b29e29c69",27,"",1,"A",0.1,"",9.7,"",12.4,"",19.9,"",7.1,"E",1.3,"",2.3,"",10.2,"D",9.4,"",10.2,334,95,12.2,71.2,1010,762796,3,"",""
"297-PGF-20230415-77-jamf",297,"2023-04-15T15:01:58.000Z","Kassow_107","53.8700937","12.0893354","6f10978b-3654-48fb-92fb-478b29e29c69",26,"",16,"B",0.1,"",9.3,"",11.1,"",17.2,"",6.8,"E",1.1,"",2,"",10.2,"D",8.3,"",10.2,308,83,12.2,71.8,1010,755897,2,"",""
"297-PGF-20230415-78-gtoz",297,"2023-04-15T15:04:54.000Z","Kassow_107","53.8703649","12.0890774","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",28,"B",0.1,"",9,"",10.7,"",16.5,"",6.7,"D",1.3,"",2.2,"",10.6,"D",8.3,"",10.3,400,112,12.1,72.2,1010,769703,2,"",""
"297-PGF-20230415-79-espg",297,"2023-04-15T15:08:06.000Z","Kassow_107","53.8706596","12.0885473","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",26,"B",0.1,"",7,"",11.6,"",16.9,"",6.6,"D",1.6,"",2.8,"",11.9,"D",8.5,"",10.4,523,152,12.1,71.9,1010,751788,2,"",""
"297-PGF-20230415-81-lwqw",297,"2023-04-15T15:13:27.000Z","Kassow_107","53.8712146","12.0874845","6f10978b-3654-48fb-92fb-478b29e29c69",25,"",17,"B",0.1,"",7.2,"",11,"",17.2,"",6.7,"E",1.2,"",2.1,"",9.9,"C",9.7,"",10.3,541,154,12.1,71.5,1010,748762,2,"",""
"297-PGF-20230415-80-ynaq",297,"2023-04-15T15:10:41.000Z","Kassow_107","53.8709523","12.0880298","6f10978b-3654-48fb-92fb-478b29e29c69",41,"",8,"B",0.1,"",11.8,"",14.2,"",17.8,"",7.2,"D",1.4,"",2.4,"",13.8,"D",10.8,"",10.2,548,153,12.1,72,1010,734536,4,"",""
"297-PGF-20230415-44-tjws",297,"2023-04-15T13:12:33.000Z","Kassow_107","53.8695341","12.0853491","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",23,"B",0.2,"",9.6,"",13,"",18.7,"",7.1,"E",1.5,"",2.7,"",9.4,"C",10.9,"",11.3,1289,336,14.5,64,1009,803718,2,"25",""
